Datetime,Close,High,Low,Open,Volume
2025-07-16 09:30:00-04:00,212.0850067138672,212.39999389648438,209.91050720214844,210.2899932861328,11863740
2025-07-16 10:30:00-04:00,210.1199951171875,212.1844940185547,209.2899932861328,212.11000061035156,6716190
2025-07-16 11:30:00-04:00,209.58999633789062,210.5,208.63999938964844,210.1488037109375,5283557
2025-07-16 12:30:00-04:00,210.35000610351562,210.947998046875,209.3699951171875,209.60000610351562,2958239
2025-07-16 13:30:00-04:00,210.0384979248047,210.63189697265625,209.87100219726562,210.33999633789062,2325549
2025-07-16 14:30:00-04:00,210.3249969482422,210.58509826660156,210.0399932861328,210.0399932861328,2064165
2025-07-16 15:30:00-04:00,210.22000122070312,210.6365966796875,209.97000122070312,210.32000732421875,4310071
2025-07-17 09:30:00-04:00,209.9499969482422,211.00999450683594,209.58999633789062,210.625,9963627
2025-07-17 10:30:00-04:00,210.44000244140625,210.8300018310547,209.77000427246094,209.94000244140625,4483480
2025-07-17 11:30:00-04:00,211.38999938964844,211.4499969482422,210.10499572753906,210.4499969482422,5714933
2025-07-17 12:30:00-04:00,210.9550018310547,211.50999450683594,210.7899932861328,211.38890075683594,3852173
2025-07-17 13:30:00-04:00,211.27999877929688,211.8000030517578,210.9001007080078,210.9499969482422,5287499
2025-07-17 14:30:00-04:00,210.9949951171875,211.27999877929688,210.77999877929688,211.27999877929688,4445454
2025-07-17 15:30:00-04:00,210.06100463867188,211.0500030517578,209.74000549316406,210.99989318847656,7016080
2025-07-18 09:30:00-04:00,209.9542999267578,211.00999450683594,209.70449829101562,210.7550048828125,15729684
2025-07-18 10:30:00-04:00,210.85000610351562,211.00999450683594,209.77000427246094,209.9600067138672,4957360
2025-07-18 11:30:00-04:00,211.00999450683594,211.1300048828125,210.67999267578125,210.85499572753906,3993353
2025-07-18 12:30:00-04:00,211.19000244140625,211.7899932861328,210.8800048828125,211.02000427246094,3840387
2025-07-18 13:30:00-04:00,210.93499755859375,211.5399932861328,210.75999450683594,211.17999267578125,3054294
2025-07-18 14:30:00-04:00,210.9499969482422,211.19500732421875,210.7899932861328,210.92999267578125,2639727
2025-07-18 15:30:00-04:00,211.22000122070312,211.34500122070312,210.8300018310547,210.94000244140625,4433304
2025-07-21 09:30:00-04:00,214.64500427246094,215.77999877929688,211.64089965820312,212.0500030517578,19931497
2025-07-21 10:30:00-04:00,213.47000122070312,214.7100067138672,212.8699951171875,214.63999938964844,7487806
2025-07-21 11:30:00-04:00,213.31959533691406,213.7100067138672,213.16000366210938,213.4600067138672,3139375
2025-07-21 12:30:00-04:00,213.67999267578125,213.86000061035156,213.13999938964844,213.31500244140625,2907043
2025-07-21 13:30:00-04:00,213.25999450683594,213.7100067138672,212.50999450683594,213.66000366210938,4055325
2025-07-21 14:30:00-04:00,212.5800018310547,213.42999267578125,212.50999450683594,213.268798828125,2890224
2025-07-21 15:30:00-04:00,212.5399932861328,212.71859741210938,212.07000732421875,212.5800018310547,3808451
2025-07-22 09:30:00-04:00,213.2655029296875,214.02999877929688,212.2301025390625,213.23500061035156,12377510
2025-07-22 10:30:00-04:00,213.477294921875,213.69000244140625,212.72000122070312,213.25999450683594,4721399
2025-07-22 11:30:00-04:00,213.27999877929688,213.82000732421875,212.75999450683594,213.47000122070312,5611485
2025-07-22 12:30:00-04:00,214.41119384765625,214.47999572753906,212.83999633789062,213.24000549316406,4068346
2025-07-22 13:30:00-04:00,213.7100067138672,214.42340087890625,213.44000244140625,214.39999389648438,3620984
2025-07-22 14:30:00-04:00,214.18499755859375,214.41990661621094,213.7100067138672,213.7100067138672,3749973
2025-07-22 15:30:00-04:00,214.38999938964844,214.64500427246094,213.92999267578125,214.17999267578125,4788294
