Datetime,Close,High,Low,Open,Volume
2026-07-17 09:30:00-04:00,333.44000244140625,333.510009765625,331.2950134277344,332.5400085449219,6984524
2026-07-17 09:35:00-04:00,334.9599914550781,334.9800109863281,332.9700012207031,333.4700012207031,1517171
2026-07-17 09:40:00-04:00,333.8399963378906,334.9486999511719,333.4200134277344,334.8800048828125,1003069
2026-07-17 09:45:00-04:00,333.07000732421875,334.3999938964844,332.7699890136719,333.8901062011719,1016950
2026-07-17 09:50:00-04:00,332.21490478515625,333.135009765625,331.1499938964844,333.07000732421875,934920
2026-07-17 09:55:00-04:00,330.9800109863281,332.5299987792969,330.8900146484375,332.2449951171875,857055
2026-07-17 10:00:00-04:00,330.260009765625,330.989990234375,329.3399963378906,330.94000244140625,957018
2026-07-17 10:05:00-04:00,329.68499755859375,330.5849914550781,329.5249938964844,330.3830871582031,714743
2026-07-17 10:10:00-04:00,330.5086975097656,330.5899963378906,329.0006103515625,329.7099914550781,852612
2026-07-17 10:15:00-04:00,330.5400085449219,330.76800537109375,329.8399963378906,330.42999267578125,623199
2026-07-17 10:20:00-04:00,330.8139953613281,331.0,330.0450134277344,330.568115234375,625062
2026-07-17 10:25:00-04:00,331.8399963378906,331.8500061035156,330.4800109863281,330.79998779296875,458231
2026-07-17 10:30:00-04:00,333.93499755859375,333.9700012207031,331.8500061035156,331.8800048828125,1037739
2026-07-17 10:35:00-04:00,332.3999938964844,333.9599914550781,332.125,333.93499755859375,762660
2026-07-17 10:40:00-04:00,333.07000732421875,333.2300109863281,332.3500061035156,332.3999938964844,546423
2026-07-17 10:45:00-04:00,332.5899963378906,333.5899963378906,332.3800964355469,333.07000732421875,566093
2026-07-17 10:50:00-04:00,332.80999755859375,332.8599853515625,331.9100036621094,332.6099853515625,480601
2026-07-17 10:55:00-04:00,333.1700134277344,333.32000732421875,332.6499938964844,332.760009765625,379871
2026-07-17 11:00:00-04:00,332.9200134277344,333.239990234375,332.510009765625,333.17999267578125,298326
2026-07-17 11:05:00-04:00,333.30999755859375,333.4399108886719,332.79998779296875,332.9200134277344,442379
