2026-07-22 18:34:36,599 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:34:36,600 | Autotrader | INFO | Found cache file for ^GSPC_1mo_5m.csv
2026-07-22 18:34:36,600 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:34:36,601 | Autotrader | INFO | Cache file is recent for ^GSPC_1mo_5m.csv
2026-07-22 18:34:36,633 | Autotrader | INFO | Loaded 1638 rows.
2026-07-22 18:35:36,987 | Autotrader | INFO | Validating variable data. Modifying data, if necessary.
2026-07-22 18:35:36,988 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:35:36,988 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:35:36,989 | Autotrader | INFO | Found cache file for ^GSPC_1mo_5m.csv
2026-07-22 18:35:36,989 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:35:36,989 | Autotrader | WARNING | Cache file is not recent for ^GSPC_1mo_5m.csv
2026-07-22 18:35:36,990 | Autotrader | INFO | Downloading data for ^GSPC
2026-07-22 18:35:38,013 | Autotrader | INFO | Flattening MultiIndex columns
2026-07-22 18:35:38,014 | Autotrader | INFO | Downloaded 1638 rows for ^GSPC in 1.02 seconds
2026-07-22 18:35:38,018 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:35:38,019 | Autotrader | INFO | Saving cache
2026-07-22 18:35:38,151 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:35:38,152 | Autotrader | INFO | Found cache file for ^GSPC_1mo_5m.csv
2026-07-22 18:35:38,187 | Autotrader | INFO | Saved cache D:\Users\Maxwell\Documents\AutoTrader\data\cache\^GSPC_1mo_5m.csv (1638 rows, 162588)
2026-07-22 18:36:05,197 | Autotrader | INFO | Validating variable data. Modifying data, if necessary.
2026-07-22 18:36:05,197 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:36:05,198 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:36:05,198 | Autotrader | INFO | Found cache file for ^GSPC_1mo_5m.csv
2026-07-22 18:36:05,198 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:36:05,199 | Autotrader | INFO | Cache file is recent for ^GSPC_1mo_5m.csv
2026-07-22 18:36:05,227 | Autotrader | INFO | Loaded 1638 rows.
2026-07-22 18:36:31,744 | Autotrader | INFO | Validating variable data. Modifying data, if necessary.
2026-07-22 18:36:31,744 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:36:31,745 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:36:31,745 | Autotrader | INFO | Found cache file for ^GSPC_1mo_5m.csv
2026-07-22 18:36:31,746 | Autotrader | INFO | Getting cache path for ^GSPC_1mo_5m.csv
2026-07-22 18:36:31,746 | Autotrader | INFO | Cache file is recent for ^GSPC_1mo_5m.csv
2026-07-22 18:36:31,774 | Autotrader | INFO | Loaded 1638 rows.
